,sex,age,l,m,s,p5,p25,p50,p75,p95
2344,2,487,-0.2478,9.8124,0.12303,8.054178510875206,9.038616187287717,9.8124,10.670622791755628,12.076524904053402
2345,2,488,-0.2481,9.8193,0.12303,8.059888519221428,9.044981160972041,9.8193,10.678137626388922,12.085096517406603
2346,2,489,-0.2484,9.8262,0.12303,8.065598589418986,9.051346147147203,9.8262,10.685652477354433,12.093668249762237
2347,2,490,-0.2487,9.8331,0.12303,8.071308721461289,9.057711145812606,9.8331,10.693167344653004,12.102240101136736
2348,2,491,-0.249,9.8401,0.12303,8.0771009988673,9.064168271562764,9.8401,10.700790975056119,12.110935148904984
2349,2,492,-0.2493,9.847,0.12303,8.082811255051459,9.070533295299484,9.847,10.708305875138898,12.119507239176436
2350,2,493,-0.2496,9.8539,0.12303,8.088521573060545,9.07689833152467,9.8539,10.715820791557315,12.128079448516132
2351,2,494,-0.2499,9.8608,0.12303,8.09423195288797,9.083263380237751,9.8608,10.723335724312241,12.13665177694053
2352,2,495,-0.2501,9.8677,0.12303,8.09992686801557,9.089625396478516,9.8677,10.730846874023172,12.14519757627879
2353,2,496,-0.2504,9.8746,0.12304,8.105510467215982,9.095930365719376,9.8746,10.738435803059879,12.153980706605644
2354,2,497,-0.2507,9.8816,0.12304,8.111303025569557,9.102387523779818,9.8816,10.746059583859529,12.162676617401456
2355,2,498,-0.251,9.8885,0.12304,8.117013561281412,9.108752579909346,9.8885,10.753574632943073,12.171249564095564
2356,2,499,-0.2513,9.8954,0.12304,8.122724158788575,9.115117648525844,9.8954,10.76108969837006,12.17982262997573
2357,2,500,-0.2515,9.9023,0.12304,8.12841924013027,9.12147967397268,9.9023,10.768600966161848,12.1883690570446
2358,2,501,-0.2518,9.9092,0.12304,8.134129951469541,9.127844765528645,9.9092,10.776116061487452,12.196942340250553
2359,2,502,-0.2521,9.9161,0.12304,8.13984072458576,9.134209869569943,9.9161,10.783631173158877,12.20551574268819
2360,2,503,-0.2524,9.923,0.12304,8.145551559472365,9.140574986095967,9.923,10.79114630117699,12.214089264373992
2361,2,504,-0.2526,9.9299,0.12304,8.151246838849513,9.146937051287935,9.9299,10.798657620443132,12.22263606372394
2362,2,505,-0.2529,9.9368,0.12304,8.156957787523849,9.153302190749475,9.9368,10.8061727783656,12.231209802845322
2363,2,506,-0.2532,9.9437,0.12304,8.162668797950234,9.159667342694112,9.9437,10.813687952637126,12.239783661260537
2364,2,507,-0.2535,9.9506,0.12305,8.168252070199054,9.16597195726131,9.9506,10.821277699986886,12.248570003908114
2365,2,508,-0.2537,9.9575,0.12305,8.173947463352617,9.172334021149473,9.9575,10.828789123754207,12.257117332978877
2366,2,509,-0.254,9.9644,0.12305,8.179658567306092,9.178699167939545,9.9644,10.836304397964506,12.265691690530348
2367,2,510,-0.2543,9.9713,0.12305,8.18536973299522,9.18506432721238,9.9713,10.843819688529953,12.274266167460677
2368,2,511,-0.2545,9.9782,0.12305,8.191065272067837,9.191426420388735,9.9782,10.851331150235843,12.282813770969204
2369,2,512,-0.2548,9.9851,0.12305,8.196776551483458,9.197791602593707,9.9851,10.858846470720806,12.2913884655673
2370,2,513,-0.2551,9.992,0.12305,8.202487892616423,9.204156797279804,9.992,10.866361807563301,12.299963279589988
2371,2,514,-0.2553,9.9989,0.12305,8.208183577568628,9.210518919740842,9.9989,10.87387330721283,12.308511157632779
2372,2,515,-0.2556,10.0058,0.12305,8.2138950323955,9.216884137356162,10.0058,10.88138867397906,12.317086189404035
2373,2,516,-0.2558,10.0127,0.12305,8.219590811213829,9.223246278650494,10.0127,10.888900198010766,12.325634243747848
2374,2,517,-0.2561,10.0196,0.12305,8.22530237971377,9.229611519193181,10.0196,10.89641559470343,12.33420949331926
2375,2,518,-0.2564,10.0265,0.12306,8.230885302395688,9.235915774791332,10.0265,10.904006153077777,12.34299899794746
2376,2,519,-0.2566,10.0334,0.12306,8.236581142918848,9.242277904338845,10.0334,10.911517768103371,12.35154748443879
2377,2,520,-0.2569,10.0402,0.12306,8.242210712778263,9.248551024528764,10.0402,10.918924512735002,12.360000128792507
2378,2,521,-0.2571,10.0471,0.12306,8.247906646825045,9.254913172847084,10.0471,10.92643615207518,12.368548791177535
2379,2,522,-0.2574,10.054,0.12306,8.253618421945282,9.261278431077644,10.054,10.933951678591539,12.377124757811906
2380,2,523,-0.2577,10.0609,0.12306,8.259330258731335,9.267643701785861,10.0609,10.941467221476092,12.385700844043814
2381,2,524,-0.2579,10.0678,0.12306,8.265026338548818,9.274005879381827,10.0678,10.948978898783068,12.394249781331535
2382,2,525,-0.2582,10.0746,0.12306,8.270656194798082,9.280279057405085,10.0746,10.956385719047324,12.402702976979286
2383,2,526,-0.2584,10.0815,0.12306,8.276352368098136,9.286641253768199,10.0815,10.963897420674154,12.411252090261206
2384,2,527,-0.2587,10.0884,0.12307,8.281934983635248,9.292945207736613,10.0884,10.9714886485948,12.420044190857293
2385,2,528,-0.2589,10.0953,0.12307,8.287631166667017,9.299307381914854,10.0953,10.979000427682442,12.428593638326669
2386,2,529,-0.2592,10.1021,0.12307,8.29326116750209,9.305580565453834,10.1021,10.986407360322339,12.43704742729538
2387,2,530,-0.2594,10.109,0.12307,8.29895744399745,9.311942758399235,10.109,10.993919163738157,12.445597050870676
2388,2,531,-0.2597,10.1159,0.12307,8.304669652344995,9.318308080075123,10.1159,11.001434879916749,12.454174170763785
2389,2,532,-0.2599,10.1227,0.12307,8.310283927074982,9.32457817632368,10.1227,11.008837953771591,12.4626008556434
2390,2,533,-0.2601,10.1296,0.12307,8.315980338853254,9.33094039641672,10.1296,11.016349792345798,12.471150733531045
2391,2,534,-0.2604,10.1365,0.12307,8.321692712175535,9.337305751363427,10.1365,11.023865551948695,12.479728169473496
2392,2,535,-0.2606,10.1433,0.12308,8.327177014043553,9.34351418776692,10.1433,11.031344710933395,12.488371960819837
2393,2,536,-0.2609,10.1502,0.12308,8.33288941865796,9.349879525017807,10.1502,11.0388605541347,12.496949777189617
2394,2,537,-0.2611,10.157,0.12308,8.338503837465277,9.356149626413096,10.157,11.046263739354508,12.505377045052075
2395,2,538,-0.2614,10.1639,0.12308,8.344216355109035,9.362514986489646,10.1639,11.053779612410588,12.51395507907929
2396,2,539,-0.2616,10.1707,0.12308,8.349830866536967,9.368785106494443,10.1707,11.061182821778948,12.522382521898468
2397,2,540,-0.2618,10.1776,0.12308,8.355527516382567,9.3751473502591,10.1776,11.068694797277187,12.530933164545493
2398,2,541,-0.2621,10.1845,0.12308,8.361240198921552,9.381512743602396,10.1845,11.076210713778377,12.539511514936397
2399,2,542,-0.2623,10.1913,0.12309,8.366724162784326,9.387720920569677,10.1913,11.08369038032588,12.548157182785106
2400,2,543,-0.2625,10.1982,0.12309,8.372420863870348,9.394083150485733,10.1982,11.091202444096758,12.55670823793176
2401,2,544,-0.2628,10.205,0.12309,8.378051532066394,9.40035642138355,10.205,11.098609701234041,12.565163940297923
2402,2,545,-0.263,10.2119,0.12309,8.38374832652552,9.406718670062125,10.2119,11.106121789356497,12.573715171903023
2403,2,546,-0.2632,10.2187,0.12309,8.38936306464385,9.412988811795339,10.2187,11.113525131575045,12.582143353200207
2404,2,547,-0.2635,10.2255,0.12309,8.394993896102482,9.41926211564889,10.2255,11.120932431790047,12.590599369488485
2405,2,548,-0.2637,10.2324,0.12309,8.400690825401362,9.425624391406851,10.2324,11.12844455502729,12.59915085536808
2406,2,549,-0.2639,10.2392,0.1231,8.406174440317463,9.43183230705284,10.2392,11.135924725087596,12.607798373354123
2407,2,550,-0.2642,10.2461,0.1231,8.411887453078457,9.438197718997378,10.2461,11.143440879301373,12.61637799815194
2408,2,551,-0.2644,10.2529,0.1231,8.417502334854564,9.444467865826457,10.2529,11.15084433289102,12.624806762922233
2409,2,552,-0.2646,10.2597,0.1231,8.423117257792324,9.45073802091227,10.2597,11.158247797168096,12.63323560497209
2410,2,553,-0.2649,10.2666,0.1231,8.428830434852399,9.457103466025876,10.2666,11.165763994748392,12.641815545864333
2411,2,554,-0.2651,10.2734,0.1231,8.434445450323036,9.463373639716755,10.2734,11.173167483196993,12.65024456321634
2412,2,555,-0.2653,10.2803,0.12311,8.440010857835064,9.469673441534367,10.2803,11.1807568520984,12.659016835541118
2413,2,556,-0.2655,10.2871,0.12311,8.445625873336354,9.475943591434415,10.2871,11.18816041437316,12.66744616399418
2414,2,557,-0.2658,10.2939,0.12311,8.451257085245947,9.482216924758074,10.2939,11.19556796348755,12.675903543298224
2415,2,558,-0.266,10.3008,0.12311,8.45695429292522,9.488579208175384,10.3008,11.203080309187246,12.6844561871117
2416,2,559,-0.2662,10.3076,0.12311,8.462569442087618,9.494849384936696,10.3076,11.210483906333685,12.6928857683221
2417,2,560,-0.2664,10.3144,0.12311,8.468184632392013,9.50111956995375,10.3144,11.217887514172654,12.701315426888787
2418,2,561,-0.2666,10.3213,0.12312,8.473749722403948,9.507419140522474,10.3213,11.225477320837571,12.710089296411065
2419,2,562,-0.2669,10.3281,0.12312,8.47938111972395,9.513692487592701,10.3281,11.232884993078947,12.718547347428087
2420,2,563,-0.2671,10.3349,0.12312,8.484996361107896,9.519962659113126,10.3349,11.240288688180735,12.726977414914842
2421,2,564,-0.2673,10.3417,0.12312,8.490611643626881,9.526232838889417,10.3417,11.247692393978538,12.735407559803638
2422,2,565,-0.2675,10.3486,0.12312,8.496309068326122,9.532595141749805,10.3486,11.255204871125096,12.743960928816419
2423,2,566,-0.2677,10.3554,0.12313,8.501791782033573,9.538802398879135,10.3554,11.262686291024455,12.752613013159138
2424,2,567,-0.2679,10.3622,0.12313,8.507407105739233,9.545072563134452,10.3622,11.270090081383541,12.761043546963318
2425,2,568,-0.2682,10.369,0.12313,8.513038738988282,9.551345934152085,10.369,11.277497890096116,12.769502367021373
2426,2,569,-0.2684,10.3759,0.12313,8.518736256021798,9.557708231447895,10.3759,11.285010466326515,12.778056227256915
2427,2,570,-0.2686,10.3827,0.12313,8.524351713312077,9.563978422562544,10.3827,11.292414291584004,12.78648701419401
2428,2,571,-0.2688,10.3895,0.12314,8.529834151473095,9.570185481394514,10.3895,11.299896084282937,12.795140455757974
2429,2,572,-0.269,10.3963,0.12314,8.535449608516194,9.576455648677653,10.3963,11.307299983346091,12.803571553845389
2430,2,573,-0.2692,10.4031,0.12314,8.541065106678435,9.582725824216743,10.4031,11.314703893112469,12.812002729431148
2431,2,574,-0.2694,10.41,0.12314,8.54676274742421,9.589088122210581,10.41,11.322216576469833,12.820557138690905
2432,2,575,-0.2696,10.4168,0.12314,8.552378328129706,9.595358314322485,10.4168,11.32962050772111,12.828988469839274
2433,2,576,-0.2698,10.4236,0.12315,8.55786047870259,9.601565172378763,10.4236,11.337102669892078,12.837643243912884
2434,2,577,-0.27,10.4304,0.12315,8.563476059173523,9.607835340665767,10.4304,11.344506674966354,12.846074886390916
2435,2,578,-0.2702,10.4372,0.12315,8.569091680754669,9.614105517208685,10.4372,11.351910690747594,12.854506606417875
2436,2,579,-0.2705,10.444,0.12315,8.574723725181958,9.620378923857999,10.444,11.359318756348404,12.862966847458344
2437,2,580,-0.2707,10.4508,0.12316,8.580205642806826,9.626585616325592,10.4508,11.366801227532925,12.871622743742783
2438,2,581,-0.2709,10.4577,0.12316,8.585903416418802,9.632947892781738,10.4577,11.374314095552288,12.880178037615707
2439,2,582,-0.2711,10.4645,0.12316,8.59151913018824,9.63921806410913,10.4645,11.381718209391098,12.888610245088906
2440,2,583,-0.2713,10.4713,0.12316,8.597134885058024,9.645488243692308,10.4713,11.389122333940735,12.897042530164109
2441,2,584,-0.2715,10.4781,0.12316,8.602750681025217,9.651758431531,10.4781,11.396526469201566,12.905474892848497
2442,2,585,-0.2717,10.4849,0.12317,8.60823231133966,9.657964923301869,10.4849,11.404009310009766,12.914132123041261
2443,2,586,-0.2719,10.4917,0.12317,8.613848107097054,9.66423508732828,10.4917,11.41141351912638,12.92256479739403
2444,2,587,-0.2721,10.4985,0.12317,8.619463943948801,9.670505259610682,10.4985,11.418817738957177,12.930997549392268
2445,2,588,-0.2723,10.5053,0.12317,8.625079821891978,9.676775440148814,10.5053,11.42622196950253,12.939430379043154
2446,2,589,-0.2725,10.5121,0.12318,8.630561207295628,9.682981763872785,10.5121,11.433705116031753,12.948088707042395
2447,2,590,-0.2727,10.5189,0.12318,8.636177085041734,9.689251920604514,10.5189,11.441109420447619,12.956521848512173
2448,2,591,-0.2729,10.5257,0.12318,8.64179300387619,9.695522085592442,10.5257,11.448513735581027,12.96495506767091
2449,2,592,-0.273,10.5325,0.12319,8.647257666093118,9.701725023099277,10.5325,11.455993047347258,12.973585531009432
2450,2,593,-0.2732,10.5393,0.12319,8.652873574864934,9.707995162255918,10.5393,11.463397433635636,12.982019041796718
2451,2,594,-0.2734,10.5461,0.12319,8.658489524722997,9.714265309669324,10.5461,11.470801830644408,12.99045263030685
2452,2,595,-0.2736,10.5529,0.12319,8.664105515664376,9.720535465339236,10.5529,11.478206238373957,12.998886296547028
2453,2,596,-0.2738,10.5597,0.1232,8.66958644060782,9.726741482580643,10.5597,11.485689929906275,13.007546561656778
2454,2,597,-0.274,10.5665,0.1232,8.675202431378267,9.733011614455014,10.5665,11.493094411532473,13.015980539979155
2455,2,598,-0.2742,10.5733,0.1232,8.68081846322897,9.739281754586372,10.5733,11.50049890388243,13.024414596067949
2456,2,599,-0.2744,10.5801,0.1232,8.686434536157005,9.745551902974462,10.5801,11.50790340695652,13.03284872993034
2457,2,600,-0.2746,10.5869,0.12321,8.69191521648967,9.751757752251178,10.5869,11.51538740436305,13.041510094239728
2458,2,601,-0.2748,10.5937,0.12321,8.697531289259473,9.75802787684959,10.5937,11.522791981348535,13.049944540335138
2459,2,602,-0.275,10.6005,0.12321,8.703147403103547,9.764298009705202,10.6005,11.530196569061136,13.05837906424055
2460,2,603,-0.2751,10.6073,0.12322,8.708611244454392,9.770500448965825,10.6073,11.537676699746264,13.067012326144624
2461,2,604,-0.2753,10.6141,0.12322,8.714227348280883,9.776770556006888,10.6141,11.545081358651936,13.075447142054735
2462,2,605,-0.2755,10.6209,0.12322,8.719843493179509,9.783040671305702,10.6209,11.552486028287591,13.083882035808795
2463,2,606,-0.2757,10.6277,0.12323,8.725323754791116,9.789246246282126,10.6277,11.559970507759678,13.09254510502497
2464,2,607,-0.2759,10.6345,0.12323,8.73093989955777,9.795516337801399,10.6345,11.567375251330269,13.100980311246683
2465,2,608,-0.2761,10.6413,0.12323,8.736556085393502,9.801786437578908,10.6413,11.574780005633835,13.109415595348784
2466,2,609,-0.2763,10.6481,0.12324,8.742036143860703,9.807991876699608,10.6481,11.582264727908374,13.118079530351393
2467,2,610,-0.2764,10.6549,0.12324,8.74763561968935,9.81425866332908,10.6549,11.589665426217552,13.1264860070193
2468,2,611,-0.2766,10.6617,0.12324,8.753251836603507,9.820528745560841,10.6617,11.597070262471892,13.134921661253241
2469,2,612,-0.2768,10.6685,0.12325,8.758731679773472,9.826734046310504,10.6685,11.604555224141663,13.14358643655668
2470,2,613,-0.277,10.6753,0.12325,8.764347896581906,9.833004104772842,10.6753,11.611960134354495,13.152022403493175
2471,2,614,-0.2772,10.6821,0.12325,8.769964154454213,9.839274171494461,10.6821,11.61936505530616,13.16045844838054
2472,2,615,-0.2773,10.6889,0.12326,8.77542703027871,9.845476035857113,10.6889,11.626846114867789,13.169094858182335
2473,2,616,-0.2775,10.6957,0.12326,8.781043278191536,9.851746076784194,10.6957,11.634251107056269,13.177531195500139
2474,2,617,-0.2777,10.7025,0.12326,8.786659567166122,9.858016125971108,10.7025,11.641656109986451,13.185967610802852
2475,2,618,-0.2779,10.7093,0.12327,8.79213899217374,9.864221152567533,10.7093,11.649141553986126,13.194634093375479
2476,2,619,-0.278,10.7161,0.12327,8.797738474497251,9.870487868763838,10.7161,11.656542474318146,13.203041503567148
2477,2,620,-0.2782,10.7229,0.12327,8.803354794586673,9.876757900421541,10.7229,11.663947559240299,13.211478289421729
2478,2,621,-0.2784,10.7297,0.12328,8.808834004500907,9.882962788700032,10.7297,11.67143324272975,13.220145613135557
2479,2,622,-0.2786,10.7365,0.12328,8.814450324524213,9.889232796603437,10.7365,11.678838401645391,13.228582712041108
2480,2,623,-0.2787,10.7433,0.12328,8.820049836806875,9.895499494872864,10.7433,11.686239403121535,13.236990484740783
2481,2,624,-0.2789,10.7501,0.12329,8.825528831694688,9.901704244850793,10.7501,11.693725326131513,13.245658649868604
2482,2,625,-0.2791,10.7569,0.12329,8.831145182858775,9.90797423523546,10.7569,11.701130567064032,13.25409611957593
2483,2,626,-0.2793,10.7637,0.1233,8.836624016120847,9.914178881476332,10.7637,11.708616669815502,13.26276491714342
2484,2,627,-0.2794,10.7705,0.1233,8.842223473846069,9.920445521046897,10.7705,11.71601780424529,13.271173204078659
2485,2,628,-0.2796,10.7773,0.1233,8.84783985616348,9.926715493918318,10.7773,11.723423127208152,13.279611044724497
2486,2,629,-0.2798,10.7841,0.12331,8.853318474520414,9.932920001889942,10.7841,11.730909469535453,13.288280684195739
2487,2,630,-0.2799,10.7909,0.12331,8.858917931046006,9.93918661731544,10.7909,11.73831067712493,13.296689276270039
2488,2,631,-0.2801,10.7977,0.12332,8.864396375630658,9.945391019033638,10.7977,11.745797195779915,13.305359522614138
2489,2,632,-0.2803,10.8045,0.12332,8.870012748048005,9.951660942398846,10.8045,11.753202664065542,13.313797969639424
2490,2,633,-0.2804,10.8113,0.12332,8.875612203385439,9.957927533683531,10.8113,11.760603944824325,13.322206866947347
2491,2,634,-0.2806,10.8181,0.12333,8.881090433183301,9.964131797162775,10.8181,11.768090703108157,13.330877955662421
2492,2,635,-0.2808,10.8249,0.12333,8.886706836794545,9.97040170303014,10.8249,11.775496253459663,13.339316773979299
2493,2,636,-0.2809,10.8317,0.12334,8.892167912267167,9.976602515325819,10.8317,11.782978983673761,13.347958796470593
2494,2,637,-0.2811,10.8385,0.12334,8.89778430603327,9.982872395435908,10.8385,11.790384605340861,13.356397907975003
2495,2,638,-0.2813,10.8453,0.12335,8.903262200757636,9.989076449006662,10.8453,11.797871719835674,13.365070237245055
2496,2,639,-0.2814,10.8521,0.12335,8.908861569284268,9.99534295125749,10.8521,11.805273198774872,13.373479897021294
2497,2,640,-0.2816,10.8589,0.12336,8.91433929040629,10.001546898617017,10.8589,11.812760489669028,13.38215283378551
2498,2,641,-0.2818,10.8657,0.12336,8.919955674381635,10.007816729256195,10.8657,11.820166256733234,13.39059255238326
2499,2,642,-0.2819,10.8725,0.12336,8.925555041767925,10.01408320738188,10.8725,11.827567808874829,13.399002517710064
2500,2,643,-0.2821,10.8793,0.12337,8.931032548327176,10.020287016559626,10.8793,11.835055339497691,13.407676297724649
2501,2,644,-0.2822,10.8861,0.12337,8.936631883390193,10.026553464328682,10.8861,11.842456956822037,13.416086510868789
2502,2,645,-0.2824,10.8929,0.12338,8.942109216437151,10.03275716731762,10.8929,11.84994466388241,13.424760898708987
2503,2,646,-0.2826,10.8997,0.12338,8.947725621872339,10.03902695473941,10.8997,11.857350584409986,13.433201282581651
2504,2,647,-0.2827,10.9065,0.12339,8.953185678761383,10.045227181542764,10.9065,11.864834229909114,13.441846355526087
2505,2,648,-0.2829,10.9133,0.12339,8.958802074421195,10.051496943228788,10.9133,11.872240221796133,13.450287033001597
2506,2,649,-0.283,10.9202,0.1234,8.964344024908703,10.05778916185714,10.9202,11.879832825284954,13.459055917536343
2507,2,650,-0.2832,10.927,0.1234,8.969960411120864,10.064058897873345,10.927,11.88723888861735,13.46749688924017
2508,2,651,-0.2834,10.9338,0.12341,8.975437235167249,10.070262284356842,10.9338,11.894727129389521,13.476173130198775
2509,2,652,-0.2835,10.9406,0.12341,8.981036451469338,10.076528612828854,10.9406,11.902129010237095,13.48458435502285
2510,2,653,-0.2837,10.9474,0.12342,8.98651310216066,10.082731893162352,10.9474,11.909617427512268,13.493261204373045
2511,2,654,-0.2838,10.9542,0.12342,8.992112286195457,10.088998191293399,10.9542,11.917019373572195,13.501672677284805
2512,2,655,-0.284,10.961,0.12343,8.997588763570345,10.095201365486384,10.961,11.924507967366303,13.51035013516398
2513,2,656,-0.2841,10.9679,0.12343,9.00327000280423,10.101559734408637,10.9679,11.932018769012357,13.518885114862925
2514,2,657,-0.2843,10.9747,0.12344,9.008746305938711,10.107762801925626,10.9747,11.939507540170768,13.527563184110017
2515,2,658,-0.2844,10.9815,0.12344,9.01434542562935,10.114029039414985,10.9815,11.946909616711736,13.535975153630456
2516,2,659,-0.2846,10.9883,0.12345,9.01982155552477,10.120232000810471,10.9883,11.95439856442101,13.54465383168182
2517,2,660,-0.2847,10.9951,0.12345,9.025420642981572,10.126498207968165,10.9951,11.961800706191745,13.553066049448386
2518,2,661,-0.2849,11.0019,0.12346,9.030896599676577,10.132701063251641,11.0019,11.969289830467849,13.561745336441573
2519,2,662,-0.285,11.0088,0.12346,9.036577739949383,10.139059339667803,11.0088,11.97680083044732,13.57028107008458
2520,2,663,-0.2852,11.0156,0.12347,9.042053522520321,10.14526208830387,11.0156,11.984290132135751,13.578960968859768
2521,2,664,-0.2853,11.0224,0.12347,9.047652545699892,10.151528234838446,11.0224,11.991692404422377,13.5873736835523
2522,2,665,-0.2855,11.0292,0.12348,9.053128155147771,10.157730877381523,11.0292,11.99918188270959,13.59605419154495
2523,2,666,-0.2856,11.036,0.12348,9.058727146126952,10.163996993593715,11.036,12.0065842202434,13.604467154642222
2524,2,667,-0.2858,11.0429,0.12349,9.064284664956634,10.170291628067655,11.0429,12.014182670685223,13.613271548226814
2525,2,668,-0.2859,11.0497,0.1235,9.069742627168404,10.17649067096554,11.0497,12.021668136235737,13.621922633329406
2526,2,669,-0.2861,11.0565,0.1235,9.075358886259277,10.182760143832263,11.0565,12.029074905873347,13.630366489601519
2527,2,670,-0.2862,11.0633,0.12351,9.080816652896129,10.188959076036616,11.0633,12.036560541873941,13.639018138345802
2528,2,671,-0.2864,11.0702,0.12351,9.086514983233284,10.195320620202882,11.0702,12.044076180244206,13.647585571313176
2529,2,672,-0.2865,11.077,0.12352,9.09197255321234,10.201519441146436,11.077,12.051561987499264,13.65623778624218
2530,2,673,-0.2866,11.0838,0.12352,9.097571384603018,10.207785429916129,11.0838,12.058964578101792,13.664651685932508
2531,2,674,-0.2868,11.0906,0.12353,9.103046167886692,10.213987572971932,11.0906,12.066454877866365,13.673335010941813
2532,2,675,-0.2869,11.0975,0.12353,9.108727046221874,10.220345627362203,11.0975,12.07396633271907,13.68187244716254
2533,2,676,-0.2871,11.1043,0.12354,9.114201655640171,10.226547663833887,11.1043,12.081456810001832,13.690556384864394
2534,2,677,-0.2872,11.1111,0.12355,9.119658688723192,10.232746186150486,11.1111,12.088943068848781,13.699210078178934
2535,2,678,-0.2874,11.118,0.12355,9.12535693678511,10.239107617334035,11.118,12.09645898585966,13.70777862357837
2536,2,679,-0.2875,11.1248,0.12356,9.130813773341504,10.245306028420618,11.1248,12.103945416010154,13.716432883487597
2537,2,680,-0.2876,11.1316,0.12356,9.136412445311132,10.251571889791883,11.1316,12.111348259760351,13.724847720473976
2538,2,681,-0.2878,11.1384,0.12357,9.141886576035498,10.257773639569717,11.1384,12.11883920459525,13.733533254918159
2539,2,682,-0.2879,11.1453,0.12358,9.147425146755296,10.264063956522014,11.1453,12.126434718250447,13.742311728780743
2540,2,683,-0.2881,11.1521,0.12358,9.153041248463216,10.270333207684965,11.1521,12.133842038425628,13.750757787634996
2541,2,684,-0.2882,11.1589,0.12359,9.158497548467675,10.27653132022469,11.1589,12.14132892029452,13.759413526980463
2542,2,685,-0.2883,11.1658,0.12359,9.164178166733617,10.28288917722005,11.1658,12.148840755954124,13.767952357371783
2543,2,686,-0.2885,11.1726,0.1236,9.169651818077655,10.289090639825455,11.1726,12.15633216927948,13.776639492186128
2544,2,687,-0.2886,11.1795,0.12361,9.175189848555993,10.295380656088204,11.1795,12.163928138029064,13.78541945677277
2545,2,688,-0.2887,11.1863,0.12361,9.180788298141813,10.301646353599661,11.1863,12.17133129229087,13.793835422811963
2546,2,689,-0.2889,11.1931,0.12362,9.186261643935254,10.30784763560736,11.1931,12.178822996571599,13.802523545152626
2547,2,690,-0.289,11.2,0.12362,9.191942132384034,10.314205393956692,11.2,12.186335022717529,13.811063073327029
2548,2,691,-0.2891,11.2068,0.12363,9.197397685927097,10.3204030936523,11.2068,12.193822525116582,13.81972083709252
2549,2,692,-0.2893,11.2137,0.12364,9.202952795110217,10.326696285087214,11.2137,12.201423328577642,13.82853326550753
2550,2,693,-0.2894,11.2205,0.12364,9.208551117663383,10.332961885570382,11.2205,12.208826670822672,13.836949921162338
2551,2,694,-0.2895,11.2273,0.12365,9.214006330330056,10.3391593974349,11.2273,12.216314454522951,13.845608600984338
2552,2,695,-0.2897,11.2342,0.12366,9.219561132255228,10.345452407233864,11.2342,12.223915550681832,13.85442202303383
2553,2,696,-0.2898,11.241,0.12366,9.225159359705588,10.351717940949,11.241,12.231319015565951,13.862839119098215
2554,2,697,-0.2899,11.2479,0.12367,9.230696297544,10.358007353370686,11.2479,12.238915891276495,13.871622041586738
2555,2,698,-0.2901,11.2547,0.12367,9.236312183014839,10.364276347235855,11.2547,12.246323820559645,13.880070503982449
2556,2,699,-0.2902,11.2616,0.12368,9.24184892390114,10.37056564800243,11.2616,12.25392086858337,13.888853997220085
2557,2,700,-0.2903,11.2684,0.12369,9.24730345398392,10.376762783695254,11.2684,12.261409215780075,13.897514512434139
2558,2,701,-0.2905,11.2753,0.12369,9.25300134427826,10.383123805428186,11.2753,12.268926089876752,13.906086819933003
2559,2,702,-0.2906,11.2821,0.1237,9.258455678270845,10.389320829993027,11.2821,12.276414608538989,13.914747903091808
2560,2,703,-0.2907,11.2889,0.12371,9.263909867763582,10.395517777920682,11.2889,12.283903237139713,13.923409335209548
2561,2,704,-0.2909,11.2958,0.12371,9.269607696663892,10.401878739106039,11.2958,12.291420245320184,13.931982161138011
2562,2,705,-0.291,11.3026,0.12372,9.275061690125428,10.408075575919469,11.3026,12.298909045408223,13.940644161381782
2563,2,706,-0.2911,11.3095,0.12373,9.280597599317119,10.41436442120425,11.3095,12.306506771104617,13.949429853272607
2564,2,707,-0.2912,11.3163,0.12373,9.286195499794074,10.420629722409052,11.3163,12.313910666744526,13.957848501727986
2565,2,708,-0.2914,11.3232,0.12374,9.291749019096882,10.426921970425846,11.3232,12.321512995810014,13.966666118437892
2566,2,709,-0.2915,11.33,0.12375,9.297202526578857,10.433118542313796,11.33,12.329002188113044,13.97532938764499
2567,2,710,-0.2916,11.3369,0.12375,9.30288239055763,10.4394758608368,11.3369,12.336515023823985,13.983871825442213
2568,2,711,-0.2917,11.3438,0.12376,9.308417746665228,10.44576440249327,11.3438,12.34411320233046,13.992658988190254
2569,2,712,-0.2919,11.3506,0.12377,9.313888768258417,10.451964310418628,11.3506,12.351607121233062,14.00135462969835
2570,2,713,-0.292,11.3575,0.12377,9.319568535583912,10.458321561169175,11.3575,12.359120081374234,14.009897514394844
2571,2,714,-0.2921,11.3643,0.12378,9.325021493009288,10.464517831095838,11.3643,12.366609724049093,14.018562246766669
2572,2,715,-0.2922,11.3712,0.12379,9.330556360358651,10.470806106221664,11.3712,12.374208297313428,14.027350687072591
2573,2,716,-0.2924,11.378,0.12379,9.336171880519023,10.47707474159719,11.378,12.381617018807217,14.035802210230257
2574,2,717,-0.2925,11.3849,0.1238,9.341706551268825,10.48336290514998,11.3849,12.389215764514459,14.044591222363604
2575,2,718,-0.2926,11.3917,0.12381,9.347159023102888,10.489558910239833,11.3917,12.396705799541264,14.053257224820715
2576,2,719,-0.2927,11.3986,0.12382,9.352693401876866,10.495846918876703,11.3986,12.404304767627705,14.06204694321015
