,sex,age,l,m,s,p5,p25,p50,p75,p95
472,1,472,0.0377,10.4187,0.11024,8.685465321419521,9.671100472916946,10.4187,11.221751526290705,12.482328860357272
473,1,473,0.0375,10.4257,0.11025,8.691185716675772,9.677538097872599,10.4257,11.229372787054027,12.490960116086454
474,1,474,0.0373,10.4326,0.11026,8.696822605937916,9.683882821053393,10.4326,11.236886451130493,12.499471910177345
475,1,475,0.037,10.4396,0.11027,8.702557158359252,9.690322979743419,10.4396,11.244511035177727,12.508124255282224
476,1,476,0.0368,10.4465,0.11029,8.708049575797178,9.696601967565874,10.4465,11.252100611780934,12.516841277831494
477,1,477,0.0366,10.4535,0.1103,8.713769319251849,9.703039239420244,10.4535,11.259722376794436,12.525474096317922
478,1,478,0.0363,10.4604,0.11031,8.719420042590118,9.709386309609503,10.4604,11.267239648707669,12.534007893855657
479,1,479,0.0361,10.4674,0.11032,8.725139510779393,9.715823427346395,10.4674,11.27486164106944,12.542641429296502
480,1,480,0.0359,10.4743,0.11033,8.730775480840503,9.722167647372531,10.4743,11.282376031299421,12.551155486977557
481,1,481,0.0357,10.4813,0.11034,8.736494662422047,9.728604608786636,10.4813,11.289998248310374,12.559789720812386
482,1,482,0.0354,10.4882,0.11035,8.742144873381065,9.734951379657888,10.4882,11.297515979965537,12.568324999554703
483,1,483,0.0352,10.4951,0.11037,8.74763561644331,9.741229493005976,10.4951,11.30510675940523,12.577045674199946
484,1,484,0.035,10.502,0.11038,8.753270942197634,9.74757336357238,10.502,11.31262164943225,12.58556128239434
485,1,485,0.0347,10.509,0.11039,8.75900403530047,9.754012685726533,10.509,11.320247497243951,12.594217666392385
486,1,486,0.0345,10.5159,0.1104,8.764639088196951,9.760356403376061,10.5159,11.327762613126215,12.602733987438146
487,1,487,0.0343,10.5228,0.11041,8.770273999594782,9.766700043760958,10.5228,11.335277840202485,12.611250654497702
488,1,488,0.0341,10.5297,0.11042,8.775908769514928,9.773043606885684,10.5297,11.342793178479003,12.61976766761856
489,1,489,0.0338,10.5366,0.11044,8.781412669382041,9.779323687384554,10.5366,11.350388130585749,12.628512141113399
490,1,490,0.0336,10.5435,0.11045,8.787047079711446,9.785667056287757,10.5435,11.357903745672514,12.637030011758592
491,1,491,0.0334,10.5505,0.11046,8.79276468842922,9.79210315969193,10.5505,11.365527196992138,12.645668087104456
492,1,492,0.0332,10.5574,0.11047,8.798398814871897,9.7984463735357,10.5574,11.373043035315021,12.654186652606626
493,1,493,0.0329,10.5643,0.11048,8.804047453768408,9.804792241321055,10.5643,11.380562134299929,12.662726306923492
494,1,494,0.0327,10.5712,0.1105,8.809535537330477,9.811068966363145,10.5712,11.388154822751137,12.671452777579571
495,1,495,0.0325,10.578,0.11051,8.815085828974038,9.817319099974162,10.578,11.395563320305573,12.679852677554026
496,1,496,0.0323,10.5849,0.11052,8.820719314577381,9.823661965782115,10.5849,11.403079657235871,12.68837279170532
497,1,497,0.032,10.5918,0.11053,8.826367360009035,9.830007494813426,10.5918,11.410599266305594,12.696914074161114
498,1,498,0.0318,10.5987,0.11054,8.83200057444038,9.836350208407723,10.5987,11.418115828486647,12.70543490017165
499,1,499,0.0316,10.6056,0.11056,8.837487442568515,9.842626300264696,10.6056,11.425709385759275,12.714164005645058
500,1,500,0.0314,10.6125,0.11057,8.843120286665409,9.84896881755441,10.6125,11.43322622221144,12.72268567177114
501,1,501,0.0312,10.6193,0.11058,8.848669663293666,9.855218452866136,10.6193,11.440635435591224,12.731087798333123
502,1,502,0.0309,10.6262,0.11059,8.854316985938002,9.861563568272178,10.6262,11.448155668914593,12.739631075630049
503,1,503,0.0307,10.6331,0.1106,8.859949419039136,9.867905856783494,10.6331,11.455672841201105,12.748153798584703
504,1,504,0.0305,10.6399,0.11062,8.865351750895156,9.874088513193675,10.6399,11.463159530085205,12.756765645288255
505,1,505,0.0303,10.6468,0.11063,8.870983815046655,9.880430606036658,10.6468,11.470676975941341,12.765289206623248
506,1,506,0.03,10.6537,0.11064,8.876630545288862,9.886775382921561,10.6537,11.4781977196808,12.773834114573363
507,1,507,0.0298,10.6605,0.11065,8.882179020117784,9.893024522892702,10.6605,11.485607651066164,12.782238485999606
508,1,508,0.0296,10.6674,0.11067,8.887663691423692,9.899299469200445,10.6674,11.493202782183989,12.79097236853067
509,1,509,0.0294,10.6742,0.11068,8.893211801112994,9.905548415331033,10.6742,11.500612984912197,12.799377572170552
510,1,510,0.0292,10.6811,0.11069,8.898843085963618,9.911890083866071,10.6811,11.508131040365924,12.807903030165859
511,1,511,0.0289,10.6879,0.1107,8.904405782716427,9.918141650107344,10.6879,11.515544664195298,12.816330019090248
512,1,512,0.0287,10.6948,0.11072,8.909889472327066,9.924416083986257,10.6948,11.523140500249282,12.82506604321404
513,1,513,0.0285,10.7016,0.11073,8.915436949742634,9.930664685953081,10.7016,11.530551197453056,12.83347278566878
514,1,514,0.0283,10.7084,0.11074,8.920984288494262,9.93691321194313,10.7084,11.53796200447211,12.841879870857731
515,1,515,0.0281,10.7153,0.11075,8.926614795787586,9.943254456884517,10.7153,11.545480668932093,12.850407224609363
516,1,516,0.0279,10.7221,0.11077,8.932014185767875,9.949435582036367,10.7221,11.552969457632125,12.85902543847769
517,1,517,0.0276,10.7289,0.11078,8.937575959137336,9.955686625150712,10.7289,11.560383864203578,12.867454918841913
518,1,518,0.0274,10.7357,0.11079,8.943122667238642,9.961934807665346,10.7357,11.567795165070848,12.875863541672109
519,1,519,0.0272,10.7426,0.11081,8.948604612348129,9.968208334522853,10.7426,11.57539224348406,12.88460333055544
520,1,520,0.027,10.7494,0.11082,8.954150955945464,9.974456323332284,10.7494,11.582803815880528,12.893012786984146
521,1,521,0.0268,10.7562,0.11083,8.95969716104483,9.980704236200687,10.7562,11.590215498142014,12.901422586520749
522,1,522,0.0266,10.763,0.11084,8.965243227666843,9.986952073132493,10.763,11.597627290274703,12.909832729212411
523,1,523,0.0263,10.7698,0.11086,8.97065589716948,9.993135098945205,10.7698,11.605120548931087,12.918476025783363
524,1,524,0.0261,10.7766,0.11087,8.976201611874432,9.999382744996144,10.7766,11.612532614587522,12.926887018969909
525,1,525,0.0259,10.7835,0.11088,8.981830480524891,10.005723102469155,10.7835,11.620052547846583,12.935418311136079
526,1,526,0.0257,10.7903,0.1109,8.987227393131109,10.011902936559185,10.7903,11.627543109935072,12.944041908750537
527,1,527,0.0255,10.7971,0.11091,8.992772605332773,10.01815031307036,10.7971,11.634955557132777,12.95245407973926
528,1,528,0.0253,10.8039,0.11092,8.998317679202332,10.024397613676252,10.8039,11.642368114245281,12.96086659421005
529,1,529,0.025,10.8107,0.11094,9.003728916773703,10.030579870836805,10.8107,11.649862464191518,12.969513269645885
530,1,530,0.0248,10.8174,0.11095,9.009190354845517,10.036734197401,10.8174,11.657167531819812,12.9778066638461
531,1,531,0.0246,10.8242,0.11096,9.014734940004862,10.0429812318906,10.8242,11.664580471717516,12.98622037092305
532,1,532,0.0244,10.831,0.11098,9.020130353978733,10.049160285690402,10.831,11.672072104701304,12.994847218383354
533,1,533,0.0242,10.8378,0.11099,9.025674576488502,10.055407127211037,10.8378,11.679485315564506,13.003261758348343
534,1,534,0.024,10.8446,0.111,9.031218660811131,10.061653892857551,10.8446,11.686898636386207,13.011676642122568
535,1,535,0.0238,10.8514,0.11102,9.036613317872929,10.067832554673279,10.8514,11.694390804056837,13.020305106242848
536,1,536,0.0236,10.8582,0.11103,9.042157039719319,10.074079127387613,10.8582,11.701804395894484,13.028720823280375
537,1,537,0.0233,10.8649,0.11104,9.04763252685517,10.080235680045007,10.8649,11.709113604002921,13.037038514301882
538,1,538,0.0231,10.8717,0.11106,9.05302644360981,10.086413953852638,10.8717,11.716606308287353,13.045668614601157
539,1,539,0.0229,10.8785,0.11107,9.05856967743688,10.09266026059906,10.8785,11.724020283116506,13.054085525789624
540,1,540,0.0227,10.8852,0.11108,9.06402950392498,10.098813715865006,10.8852,11.731326594764106,13.062382779803482
541,1,541,0.0225,10.892,0.1111,9.069422666933304,10.10499159903613,10.892,11.738819832421898,13.071014493894369
542,1,542,0.0223,10.8988,0.11111,9.074965401689884,10.111237637657291,10.8988,11.746234187586566,13.079432580889444
543,1,543,0.0221,10.9055,0.11113,9.080274769593052,10.117322473405418,10.9055,11.753620022101417,13.08794541147697
544,1,544,0.0219,10.9123,0.11114,9.085817143443162,10.123568319769953,10.9123,11.761034647634848,13.096364330404379
545,1,545,0.0217,10.9191,0.11115,9.091359379373301,10.129814090317895,10.9191,11.768449383206887,13.104783593741567
546,1,546,0.0214,10.9258,0.11117,9.096683287020213,10.135901393454667,10.9258,11.77583905154377,13.113319839723335
547,1,547,0.0212,10.9326,0.11118,9.102225173541136,10.142146973999628,10.9326,11.783254060275317,13.121739954349001
548,1,548,0.021,10.9393,0.1112,9.107533281228292,10.14823115256932,10.9393,11.790640798725915,13.130255532587643
549,1,549,0.0208,10.9461,0.11121,9.113074807143267,10.154476540921724,10.9461,11.798056077914563,13.138676479803841
550,1,550,0.0206,10.9528,0.11122,9.11853294227746,10.160629086072522,10.9528,11.805363683199849,13.146977738680556
551,1,551,0.0204,10.9596,0.11124,9.123923555031995,10.166805644013428,10.9596,11.812858736251522,13.155614957129847
552,1,552,0.0202,10.9663,0.11125,9.129381333296259,10.172957998783705,10.9663,11.820166609745845,13.163917042272386
553,1,553,0.02,10.973,0.11127,9.134688170542438,10.17904151889972,10.973,11.827554247578293,13.172435342869864
554,1,554,0.0198,10.9798,0.11128,9.140228839011224,10.185286447750888,10.9798,11.834970177107184,13.180858298606207
555,1,555,0.0196,10.9865,0.11129,9.145686125041093,10.191438537551376,10.9865,11.842278427385192,13.18916155050537
556,1,556,0.0194,10.9932,0.11131,9.150992217413343,10.19752167094844,10.9932,11.8496665944905,13.197681455153768
557,1,557,0.0192,11.0,0.11132,9.156532389163278,10.203766332517045,11.0,11.857082903939043,13.20610558709255
558,1,558,0.0189,11.0067,0.11134,9.161853392518736,10.209852078862042,11.0067,11.864474780674525,13.214648670584392
559,1,559,0.0187,11.0134,0.11135,9.167309977826113,10.21600379082514,11.0134,11.871783569513804,13.222953593076276
560,1,560,0.0185,11.0202,0.11137,9.172698272716296,10.222179143661094,11.0202,11.879280274779083,13.231595824410588
561,1,561,0.0183,11.0269,0.11138,9.178154501694515,10.228330665358806,11.0269,11.886589331985933,13.239901574349444
562,1,562,0.0181,11.0336,0.11139,9.183610595359951,10.234482112478844,11.0336,11.893898497784322,13.248207664908534
563,1,563,0.0179,11.0403,0.11141,9.188914910884328,10.240564320206497,11.0403,11.901287937052997,13.256731435284618
564,1,564,0.0177,11.047,0.11142,9.194370649484853,10.24671557767176,11.047,11.908597370482468,13.26503835129593
565,1,565,0.0175,11.0537,0.11144,9.199674443464506,10.252797515191983,11.0537,11.915987178789479,13.273563238899886
566,1,566,0.0173,11.0605,0.11145,9.205213053132905,10.25904133689403,11.0605,11.923404681564095,13.281991065532113
567,1,567,0.0171,11.0672,0.11147,9.210516323267623,10.265123003041133,11.0672,11.930794860469522,13.290517075048813
568,1,568,0.0169,11.0739,0.11148,9.215971351008534,10.271273880700052,11.0739,11.938104830054057,13.298825645123076
569,1,569,0.0167,11.0806,0.1115,9.221274099929856,10.277355276709153,11.0806,11.945495378091747,13.307352772558676
570,1,570,0.0165,11.0873,0.11151,9.226728772968496,10.283505964790455,11.0873,11.952805615413336,13.315662168873313
571,1,571,0.0163,11.094,0.11153,9.232031000841944,10.289587090696271,11.094,11.960196532630237,13.324190414573131
572,1,572,0.0161,11.1007,0.11154,9.237485319298964,10.295737589225649,11.1007,11.967507037724216,13.33250063739124
573,1,573,0.0159,11.1074,0.11156,9.242787026289951,10.301818445062903,11.1074,11.974898324167293,13.34103000170102
574,1,574,0.0157,11.1141,0.11157,9.24824099028632,10.307968754065982,11.1141,11.982209097069017,13.349341051285522
575,1,575,0.0155,11.1208,0.11159,9.253542176560329,10.314049339869403,11.1208,11.989600752785261,13.357871534551437
576,1,576,0.0153,11.1275,0.1116,9.258995786216696,10.320199459372033,11.1275,11.996911793530277,13.366183411165625
577,1,577,0.0151,11.1342,0.11162,9.264296451939217,10.326279775176287,11.1342,12.004303818566532,13.374715013733931
578,1,578,0.0149,11.1409,0.11163,9.269749707376437,10.332429705204106,11.1409,12.011615127190057,13.383027717641282
579,1,579,0.0147,11.1476,0.11165,9.275049852712964,10.338509751044093,11.1476,12.019007521593718,13.391560439858273
580,1,580,0.0144,11.1543,0.11166,9.280518462392184,10.344662429696573,11.1543,12.026322503929087,13.39989649223137
581,1,581,0.0142,11.161,0.11168,9.285818101347271,10.350742208328583,11.161,12.033715271129006,13.40843035794748
582,1,582,0.014,11.1676,0.11169,9.291187462280122,10.356799021996691,11.1676,12.040919298249964,13.416624597512227
583,1,583,0.0138,11.1743,0.11171,9.296486583651333,10.362878531935642,11.1743,12.048312433400538,13.425159579251256
584,1,584,0.0136,11.181,0.11172,9.301938789533054,10.369027896483432,11.181,12.055624547837416,13.43347478338016
585,1,585,0.0134,11.1877,0.11174,9.307237391023286,10.375107136564385,11.1877,12.06301805249953,13.442010885835202
586,1,586,0.0132,11.1944,0.11175,9.312689243174454,10.381256311741637,11.1944,12.070330434958947,13.45032691833177
587,1,587,0.013,11.2011,0.11177,9.31798732494923,10.38733528199937,11.2011,12.077724309180136,13.458864141850352
588,1,588,0.0128,11.2077,0.11178,9.323355636434911,10.39339153344802,11.2077,12.084929132675681,13.467060843973869
589,1,589,0.0126,11.2144,0.1118,9.328653201120607,10.399470235116691,11.2144,12.092323374988291,13.47559918455477
590,1,590,0.0124,11.2211,0.11182,9.333950465230602,10.405548781909435,11.2211,12.099717827642964,13.484138160050504
591,1,591,0.0122,11.2278,0.11183,9.3394013925631,10.411697464118314,11.2278,12.107030904777334,13.492456334543117
592,1,592,0.012,11.2345,0.11185,9.344698137383142,10.417775741177186,11.2345,12.114425727111886,13.500996431993725
593,1,593,0.0118,11.2411,0.11186,9.350065533921658,10.423831504468081,11.2411,12.121631239254437,13.509195258990419
594,1,594,0.0116,11.2478,0.11188,9.35536176207702,10.42990951302704,11.2478,12.12902642980117,13.517736474393503
595,1,595,0.0114,11.2545,0.11189,9.360811984023426,10.436057817278,11.2545,12.136340042482104,13.526056305398791
596,1,596,0.0112,11.2612,0.11191,9.366107693219531,10.442135556172635,11.2612,12.143735602803076,13.534598643453023
597,1,597,0.0111,11.2678,0.11192,9.37145846864986,10.448187964798809,11.2678,12.150938187653601,13.542776227965666
598,1,598,0.0109,11.2745,0.11194,9.376753647595796,10.45426543252301,11.2745,12.158334112870495,13.551319660933375
599,1,599,0.0107,11.2812,0.11196,9.382048526393447,10.460342745460578,11.2812,12.165730248549366,13.559863729696911
600,1,600,0.0105,11.2878,0.11197,9.387414649362224,10.466397831720565,11.2878,12.172936712016693,13.568065485365901
601,1,601,0.0103,11.2945,0.11199,9.392709012075633,10.47247487627996,11.2945,12.180333216072642,13.576610673294729
602,1,602,0.0101,11.3012,0.112,9.398157947635797,10.478622497048866,11.3012,12.187647788595935,13.58493345824
603,1,603,0.0099,11.3078,0.11202,9.403368633721367,10.484606551938624,11.3078,12.194936817238094,13.593359557797163
604,1,604,0.0097,11.3145,0.11204,9.408662180610136,10.490683173418786,11.3145,12.202333900248865,13.601906501539517
605,1,605,0.0095,11.3212,0.11205,9.414110546321025,10.496830490852533,11.3212,12.20964889978504,13.610230602791326
606,1,606,0.0093,11.3278,0.11207,9.419320422843828,10.502814125687967,11.3278,12.216938503637047,13.618658447616912
607,1,607,0.0091,11.3345,0.11208,9.424768437203348,10.508961254599042,11.3345,12.224253770786357,13.626983377676435
608,1,608,0.0089,11.3412,0.1121,9.43006095047976,10.515037338337287,11.3412,12.231651592355753,13.635532566240656
609,1,609,0.0087,11.3478,0.11212,9.435270017845689,10.521020553203401,11.3478,12.238941771533042,13.643962157185282
610,1,610,0.0085,11.3545,0.11213,9.440717462849284,10.527167378884423,11.3545,12.246257465839475,13.652288404625175
611,1,611,0.0083,11.3612,0.11215,9.44600916122847,10.53324303973825,11.3612,12.2536558666274,13.660839350949827
612,1,612,0.0081,11.3678,0.11216,9.451373112485427,10.539296964546516,11.3678,12.260863973342449,13.669046186714798
613,1,613,0.0079,11.3745,0.11218,9.456664295793626,10.545372357235559,11.3745,12.268262742797372,13.677598254342689
614,1,614,0.0077,11.3811,0.1122,9.461872042974104,10.551354885843379,11.3811,12.275553863804433,13.686030707016826
615,1,615,0.0075,11.3878,0.11221,9.467318568074703,10.557501219942823,11.3878,12.282870253116812,13.694359102404366
616,1,616,0.0073,11.3945,0.11223,9.472608937153252,10.563576189887566,11.3945,12.290269601980802,13.702912929195627
617,1,617,0.0071,11.4011,0.11224,9.477971978355825,10.56962962792049,11.4011,12.297478397668407,13.711121895748137
618,1,618,0.0069,11.4078,0.11226,9.48326183278776,10.575704329789628,11.4078,12.304878115320513,13.719676844740295
619,1,619,0.0067,11.4144,0.11228,9.488468260869604,10.581686172367933,11.4144,12.312170178467433,13.728112161435742
620,1,620,0.0066,11.4211,0.11229,9.493897646809106,10.587828976291673,11.4211,12.319483731936602,13.736419313828149
621,1,621,0.0064,11.4277,0.11231,9.499103550162657,10.59381054988052,11.4277,12.326776158220925,13.74485572267417
622,1,622,0.0062,11.4344,0.11233,9.504392280432167,10.599884673025239,11.4344,12.334176661282548,13.75341304193093
623,1,623,0.006,11.441,0.11234,9.509754187007676,10.605937509371786,11.441,12.341386300749559,13.761624604286471
624,1,624,0.0058,11.4477,0.11236,9.515042403140452,10.612011364547927,11.4477,12.348787172744318,13.770183046812962
625,1,625,0.0056,11.4543,0.11238,9.520247205339363,10.617992366457102,11.4543,12.356080382703396,13.77862183562939
626,1,626,0.0054,11.461,0.11239,9.525691665181366,10.624137601622639,11.461,12.363398318822771,13.786954999827683
627,1,627,0.0052,11.4676,0.11241,9.530895957039363,10.630118337387772,11.4676,12.370691895484006,13.795394905712586
628,1,628,0.005,11.4743,0.11243,9.53618306412854,10.63619161683494,11.4743,12.378093556649485,13.803955744851956
629,1,629,0.0048,11.4809,0.11244,9.541543848520773,10.642243853965503,11.4809,12.385304043010983,13.812169924896013
630,1,630,0.0046,11.4876,0.11246,9.546830441991661,10.648316865553337,11.4876,12.39270607325877,13.820731888404046
631,1,631,0.0044,11.4942,0.11248,9.552033633801313,10.654297029871119,11.4942,12.40000043391023,13.829174176588085
632,1,632,0.0043,11.5009,0.11249,9.55746058246676,10.660438590211383,11.5009,12.407315654979337,13.837486319847065
633,1,633,0.0041,11.5075,0.11251,9.562663250515666,10.66641848574168,11.5075,12.414610379039207,13.845929702172953
634,1,634,0.0039,11.5142,0.11253,9.567948721970895,10.672490919053903,11.5142,12.422013195301442,13.854494040390493
635,1,635,0.0037,11.5208,0.11254,9.573308374082748,10.678542554995651,11.5208,12.429224526124417,13.862710821306962
636,1,636,0.0035,11.5274,0.11256,9.578510239015001,10.684522032507838,11.5274,12.436519825014818,13.871155952923884
637,1,637,0.0033,11.5341,0.11258,9.583794901517432,10.690594044866723,11.5341,12.443923219972532,13.87972205186699
638,1,638,0.0031,11.5407,0.11259,9.589153994120581,10.696645381707832,11.5407,12.451134974153062,13.88794014270493
639,1,639,0.0029,11.5474,0.11261,9.59443814377345,10.702717126369231,11.5474,12.458538738413395,13.896507367641822
640,1,640,0.0027,11.554,0.11263,9.599638910297458,10.708696032778791,11.554,12.465834821760627,13.90495488500053
641,1,641,0.0025,11.5606,0.11265,9.60483938362809,10.714674787226057,11.5606,12.473131113115667,13.913403033694307
642,1,642,0.0024,11.5673,0.11266,9.610264274873442,10.720815298498714,11.5673,12.48044774017276,13.921719384100152
643,1,643,0.0022,11.5739,0.11268,9.61546422525543,10.726793784328082,11.5739,12.487744395166388,13.93016862861199
644,1,644,0.002,11.5806,0.1127,9.620746958996957,10.732864797920628,11.5806,12.495149155459677,13.93873886758978
645,1,645,0.0018,11.5872,0.11271,9.62610470776647,10.738915421252745,11.5872,12.502361912187315,13.9469600474082
646,1,646,0.0016,11.5938,0.11273,9.631303856380468,10.744893489348078,11.5938,12.50965914239559,13.955411044053255
647,1,647,0.0014,11.6005,0.11275,9.63658578252435,10.750964082271624,11.6005,12.517064481770378,13.963983046612688
648,1,648,0.0012,11.6071,0.11276,9.641942972786524,10.757014406715975,11.6071,12.52427766214794,13.972205538541006
649,1,649,0.001,11.6137,0.11278,9.647141320038081,10.762992057162823,11.6137,12.531575467688551,13.980658288181145
650,1,650,0.0008,11.6204,0.1128,9.652422438992529,10.7690622295038,11.6204,12.538981386262888,13.989232055186783
651,1,651,0.0007,11.627,0.11282,9.657603566647184,10.775036455127239,11.627,12.546275977324608,13.997661975712008
652,1,652,0.0005,11.6336,0.11283,9.662959974303918,10.781086365869395,11.6336,12.553489736282781,14.0058862456651
653,1,653,0.0003,11.6403,0.11285,9.668240272298354,10.78715611490966,11.6403,12.560896230669526,14.01446175346393
654,1,654,0.0001,11.6469,0.11287,9.673437216946958,10.793133040157747,11.6469,12.568195026054331,14.022917502249728
655,1,655,-0.0001,11.6535,0.11289,9.678633869079288,10.799109813571405,11.6535,12.575494029660605,14.031373883780851
656,1,656,-0.0003,11.6601,0.1129,9.683989506024178,10.80515931297219,11.6601,12.582708370161539,14.0395999525653
657,1,657,-0.0005,11.6668,0.11292,9.689268702770846,10.811228488606222,11.6668,12.590115653722693,14.048177863843842
658,1,658,-0.0006,11.6734,0.11294,9.694447829493155,10.817201706285532,11.6734,12.597411577674643,14.056611742099504
659,1,659,-0.0008,11.68,0.11296,9.699643375137416,10.823177907762343,11.68,12.60471136172698,14.065070488042721
660,1,660,-0.001,11.6866,0.11297,9.704998230561436,10.829226993685856,11.6866,12.611926281133144,14.073298337182983
661,1,661,-0.0012,11.6933,0.11299,9.710276312598454,10.835295593257731,11.6933,12.619334350564017,14.081878628904429
662,1,662,-0.0014,11.6999,0.11301,9.715471058654845,10.841271377460238,11.6999,12.626634710455601,14.09033913159085
663,1,663,-0.0016,11.7065,0.11303,9.720665512598423,10.847247009926125,11.7065,12.633935278661962,14.098800267872617
664,1,664,-0.0018,11.7131,0.11304,9.726019598426758,10.85329568474394,11.7131,12.641150779941952,14.107029918271463
665,1,665,-0.0019,11.7198,0.11306,9.731279761600632,10.859360554348218,11.7198,12.648555960517742,14.115588196274128
666,1,666,-0.0021,11.7264,0.11308,9.736473402416665,10.865335766866268,11.7264,12.655857101221914,14.124051065976627
667,1,667,-0.0023,11.733,0.1131,9.741666751314867,10.871310827689031,11.733,12.663158450296478,14.132514569682996
668,1,668,-0.0025,11.7396,0.11311,9.747020056704345,10.877359089262885,11.7396,12.670374530787484,14.140746002778268
669,1,669,-0.0027,11.7462,0.11313,9.752212901322125,10.883333885899587,11.7462,12.67767624608242,14.149210626843892
670,1,670,-0.0029,11.7528,0.11315,9.757405454168914,10.889308530873057,11.7528,12.684978169789943,14.15767588522662
671,1,671,-0.003,11.7595,0.11317,9.762663833244229,10.895372502735544,11.7595,12.692384536180805,14.166237682167617
672,1,672,-0.0032,11.7661,0.11318,9.768016358730687,10.901420351179114,11.7661,12.69960119603916,14.174470899110423
673,1,673,-0.0034,11.7727,0.1132,9.773208099360227,10.90739457639431,11.7727,12.70690369250196,14.182937892814687
674,1,674,-0.0036,11.7793,0.11322,9.778399548413981,10.913368649987172,11.7793,12.71420639743335,14.19140552124467
675,1,675,-0.0038,11.7859,0.11324,9.783590705944599,10.919342571968235,11.7859,12.721509310848514,14.199873784512372
676,1,676,-0.004,11.7925,0.11326,9.788781572005938,10.925316342349975,11.7925,12.728812432762295,14.208342682731084
677,1,677,-0.0041,11.7991,0.11327,9.794116137155894,10.931360479267012,11.7991,12.736026113607242,14.216553489051396
678,1,678,-0.0043,11.8057,0.11329,9.799306485571854,10.937333982823683,11.8057,12.743329598445216,14.225023484633413
679,1,679,-0.0045,11.8124,0.11331,9.804579545094047,10.94339997813447,11.8124,12.750741235519193,14.23361461269153
680,1,680,-0.0047,11.819,0.11333,9.8097693084676,10.9493731773667,11.819,12.75804513897033,14.242085883268098
681,1,681,-0.0049,11.8256,0.11335,9.814958780619959,10.955346225051143,11.8256,12.76534925099124,14.250557789317764
682,1,682,-0.0051,11.8322,0.11336,9.820309336525753,10.961393025602058,11.8322,12.772567388040244,14.258795569450847
683,1,683,-0.0052,11.8388,0.11338,9.825481241461159,10.967362604097106,11.8388,12.779868127658125,14.2672437554129
684,1,684,-0.0054,11.8454,0.1134,9.830669905300457,10.973335233525706,11.8454,12.787172811329565,14.275717395452837
685,1,685,-0.0056,11.852,0.11342,9.835858278114108,10.979307711447008,11.852,12.794477703626082,14.284191671376679
686,1,686,-0.0058,11.8586,0.11344,9.84104635995537,10.985280037872261,11.8586,12.801782804563192,14.292666583297027
687,1,687,-0.006,11.8652,0.11345,9.846395927206085,10.991326313909742,11.8652,12.809001678774466,14.300906636725449
688,1,688,-0.0061,11.8718,0.11347,9.851566373641598,10.997295157682458,11.8718,12.816303390472548,14.309357710964063
689,1,689,-0.0063,11.8784,0.11349,9.856753647829565,11.003267065990165,11.8784,12.823609063247384,14.317834358254977
690,1,690,-0.0065,11.885,0.11351,9.861940631239921,11.00923882284286,11.885,12.830914944718018,14.326311641953684
691,1,691,-0.0067,11.8916,0.11353,9.867127323926294,11.015210428252518,11.8916,12.838221034900394,14.334789562173773
692,1,692,-0.0069,11.8982,0.11354,9.872475903391807,11.021256179960591,11.8982,12.845440646527727,14.34303189078297
693,1,693,-0.007,11.9048,0.11356,9.877644892367076,11.027224289225915,11.9048,12.852743330591567,14.351485855377208
694,1,694,-0.0072,11.9114,0.11358,9.88283077806037,11.033195476655674,11.9114,12.86004999279891,14.359965512350518
695,1,695,-0.0074,11.918,0.1136,9.888016373224511,11.039166512683046,11.918,12.867356863773312,14.368445806256984
696,1,696,-0.0076,11.9246,0.11362,9.893201677913105,11.045137397319252,11.9246,12.874663943530452,14.376926737209926
697,1,697,-0.0078,11.9312,0.11364,9.898386692179162,11.051108130575518,11.9312,12.88197123208507,14.385408305322498
698,1,698,-0.0079,11.9378,0.11365,9.903716803018265,11.05714999985587,11.9378,12.889187949542613,14.393628199921869
699,1,699,-0.0081,11.9444,0.11367,9.90890130137346,11.063120466651053,11.9444,12.896495601512456,14.402110869013546
700,1,700,-0.0083,11.951,0.11369,9.91408550944802,11.069090782096119,11.951,12.903803462320479,14.410594175564507
701,1,701,-0.0085,11.9576,0.11371,9.919269427295522,11.075060946202006,11.9576,12.911111531982177,14.419078119688276
702,1,702,-0.0087,11.9642,0.11373,9.924453054969272,11.081030958980538,11.9642,12.918419810512876,14.427562701498434
703,1,703,-0.0088,11.9707,0.11375,9.929536101735346,11.086904943226054,11.9707,12.925616513033216,14.435902003328493
704,1,704,-0.009,11.9773,0.11376,9.934882275554871,11.092949420660572,11.9773,12.932837913011067,14.444149843496074
705,1,705,-0.0092,11.9839,0.11378,9.940065100131479,11.098919016960533,11.9839,12.94014676246175,14.452636160735697
706,1,706,-0.0094,11.9905,0.1138,9.94524763472929,11.104888461973612,11.9905,12.94745582083711,14.461123116074981
707,1,707,-0.0095,11.9971,0.11382,9.95041248262918,11.11085448470788,11.9971,12.9547612668447,14.469585290870661
708,1,708,-0.0097,12.0037,0.11384,9.955594423126957,11.116823624341317,12.0037,12.962070739536863,14.478073497617153
709,1,709,-0.0099,12.0103,0.11386,9.960776073800496,11.122792612720625,12.0103,12.969380421197767,14.486562342788691
710,1,710,-0.0101,12.0168,0.11388,9.965874501855367,11.128668840602762,12.0168,12.976582324838693,14.494931204276948
711,1,711,-0.0102,12.0234,0.11389,9.97120181872534,11.134709288742526,12.0234,12.983800944021214,14.503156789355383
712,1,712,-0.0104,12.03,0.11391,9.976382667229514,11.14067786083785,12.03,12.991111196865843,14.511647371901478
